""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"abundance"	"path"	"sig"	"pch"
"1813"	"K05349"	0.385731894596207	1.56374561257067	4.0208918314028	0.388905167843104	0.69734629914554	NA	"K05349"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0.421052631578947	"K05349_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"1814"	"K05350"	0	NA	NA	NA	NA	NA	"K05350"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0	"K05350_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"1815"	"K05351"	0	NA	NA	NA	NA	NA	"K05351"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"	0	"K05351_Metabolism_Carbohydrate metabolism_ Pentose and glucuronate interconversions"	NA	19
"1816"	"K05352"	3.41111577053164	4.7094092760925	2.47009604722203	1.90656929368754	0.0565763845575177	0.0848995642467266	"K05352"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"	4.10526315789474	"K05352_Metabolism_Carbohydrate metabolism_ Pentose and glucuronate interconversions"	1.07109453879878	19
"1817"	"K05362"	3.34206393216515	4.67956241587541	2.49452325100615	1.87593457546966	0.060664264201533	0.0884092438584106	"K05362"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	3.84210526315789	"K05362_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	1.05350232382385	19
"1818"	"K05363"	1.49949072425496	3.52332831606016	3.35008418256253	1.05171336720414	0.292931076261299	NA	"K05363"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	1.73684210526316	"K05363_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"1819"	"K05364"	0.945380626878084	2.85678565659197	3.5393666228456	0.807146012552707	0.419582365382734	NA	"K05364"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	1	"K05364_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"1820"	"K05365"	0	NA	NA	NA	NA	NA	"K05365"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	0	"K05365_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"1821"	"K05366"	4.70998220109307	5.1742360434273	2.98392114785896	1.73403913409037	0.0829111397744524	0.101903508020163	"K05366"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	5.10526315789474	"K05366_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	0.991810865183214	19
"1822"	"K05367"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	NA	"K05367"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	0.105263157894737	"K05367_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"1823"	"K05375"	0	NA	NA	NA	NA	NA	"K05375"	"Metabolism"	"Biosynthesis of other secondary metabolites"	" Monobactam biosynthesis"	0	"K05375_Metabolism_Biosynthesis of other secondary metabolites_ Monobactam biosynthesis"	NA	19
"1824"	"K05443"	0	NA	NA	NA	NA	NA	"K05443"	"Environmental Information Processing"	"Signal transduction"	" Jak-STAT signaling pathway"	0	"K05443_Environmental Information Processing_Signal transduction_ Jak-STAT signaling pathway"	NA	19
"1826"	"K05515"	1.96145846859428	3.91042022588074	3.25348108934785	1.20191884276929	0.229394973208563	NA	"K05515"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	2.15789473684211	"K05515_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"1828"	"K05522"	1.25423844409515	3.26486786349666	3.800217541651	0.859126570443186	0.390270689561118	NA	"K05522"	"Genetic Information Processing"	"Replication and repair"	" Base excision repair"	1.31578947368421	"K05522_Genetic Information Processing_Replication and repair_ Base excision repair"	NA	19
"1836"	"K05592"	8.93574318715444	6.0983676686186	0.870551334483821	7.0051787034874	2.46670783337341e-12	1.41301009414627e-11	"K05592"	"Genetic Information Processing"	"Folding, sorting and degradation"	" RNA degradation"	10.1578947368421	"K05592_Genetic Information Processing_Folding, sorting and degradation_ RNA degradation"	10.8498547356629	19
"1840"	"K05601"	2.20456907903199	4.07942163482574	3.16769702840695	1.2878193836856	0.197808843168626	NA	"K05601"	"Metabolism"	"Energy metabolism"	" Nitrogen metabolism"	2.57894736842105	"K05601_Metabolism_Energy metabolism_ Nitrogen metabolism"	NA	19
"1841"	"K05602"	0.771463789192414	2.56404865149167	4.00504885456563	0.640204088539077	0.522039925086398	NA	"K05602"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0.842105263157895	"K05602_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1842"	"K05606"	4.85493669014898	5.21849449976444	1.5581412957193	3.34917925229328	0.000810513398247542	0.00215919026253579	"K05606"	"Metabolism"	"Overview"	" Carbon metabolism"	5.63157894736842	"K05606_Metabolism_Overview_ Carbon metabolism"	2.66570908701791	19
"1843"	"K05685"	0.446188613095792	1.77534513958714	3.76701730511678	0.471286696022253	0.637436014918814	NA	"K05685"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.526315789473684	"K05685_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1844"	"K05773"	0	NA	NA	NA	NA	NA	"K05773"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0	"K05773_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1845"	"K05776"	0.397972126271266	1.61052457305373	4.01988311118537	0.400639652574082	0.688685447191817	NA	"K05776"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.473684210526316	"K05776_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1861"	"K05814"	0	NA	NA	NA	NA	NA	"K05814"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0	"K05814_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1863"	"K05822"	0	NA	NA	NA	NA	NA	"K05822"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0	"K05822_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1864"	"K05823"	3.06297706657797	4.55353522688924	2.7010125739494	1.6858622839475	0.0918223278882662	0.105319359881102	"K05823"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	3.42105263157895	"K05823_Metabolism_Overview_ Biosynthesis of amino acids"	0.977491789149621	19
"1870"	"K05845"	5.33265512475328	5.35341719616597	3.06474777347542	1.74677252154268	0.0806768048537647	0.100589721312168	"K05845"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	5.78947368421053	"K05845_Environmental Information Processing_Membrane transport_ ABC transporters"	0.997446395080022	19
"1871"	"K05846"	5.51781232644574	5.40266205006454	3.02794392495139	1.78426753730298	0.0743802025502518	0.0974095149608584	"K05846"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	6	"K05846_Environmental Information Processing_Membrane transport_ ABC transporters"	1.01139861916688	19
"1872"	"K05847"	5.07265202199677	5.28136625460127	2.9900997752366	1.7662842886851	0.0773481661109989	0.0990160364863342	"K05847"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	5.63157894736842	"K05847_Environmental Information Processing_Membrane transport_ ABC transporters"	1.00429446203367	19
"1873"	"K05851"	0.175448720750281	0.43135749059959	4.05839349986471	0.106287744304235	0.915354055136158	NA	"K05851"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.210526315789474	"K05851_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"1874"	"K05878"	0.731062260213216	2.48687942534281	3.99132495484579	0.623071148923501	0.533237767963266	NA	"K05878"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"	0.842105263157895	"K05878_Metabolism_Lipid metabolism_ Glycerolipid metabolism"	NA	19
"1875"	"K05879"	0.471924371906737	1.85276153818437	4.0151485180178	0.461442840749274	0.644480921392629	NA	"K05879"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"	0.473684210526316	"K05879_Metabolism_Lipid metabolism_ Glycerolipid metabolism"	NA	19
"1876"	"K05895"	2.30959717254795	4.14691589685861	3.15351227811643	1.31501498365357	0.188504866808428	NA	"K05895"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	2.84210526315789	"K05895_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"1879"	"K05916"	0.886313857057557	2.76383570412195	3.5624578028132	0.775822720465463	0.437853666821657	NA	"K05916"	"Human Diseases"	"Infectious diseases"	" Salmonella infection"	0.947368421052632	"K05916_Human Diseases_Infectious diseases_ Salmonella infection"	NA	19
"1883"	"K05934"	3.27011142186621	4.64828867609147	2.57007935683771	1.80861678987642	0.0705105582333038	0.0953287356196509	"K05934"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	3.84210526315789	"K05934_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	1.02077616714831	19
"1884"	"K05936"	3.42817135704722	4.71678717577444	2.46027838838286	1.91717620170406	0.0552155503748623	0.0835398632389139	"K05936"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	4.21052631578947	"K05936_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	1.07810624004329	19
"1885"	"K05939"	0	NA	NA	NA	NA	NA	"K05939"	"Metabolism"	"Lipid metabolism"	" Fatty acid degradation"	0	"K05939_Metabolism_Lipid metabolism_ Fatty acid degradation"	NA	19
"1886"	"K05946"	1.26828714643861	3.28275534011574	3.79891178557015	0.864130447194118	0.387516234846748	NA	"K05946"	"Cellular Processes"	"Cellular community - prokaryotes"	" Biofilm formation - Vibrio cholerae"	1.63157894736842	"K05946_Cellular Processes_Cellular community - prokaryotes_ Biofilm formation - Vibrio cholerae"	NA	19
"1888"	"K05964"	0	NA	NA	NA	NA	NA	"K05964"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0	"K05964_Environmental Information Processing_Signal transduction_ Two-component system"	NA	19
"1889"	"K05966"	0	NA	NA	NA	NA	NA	"K05966"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0	"K05966_Environmental Information Processing_Signal transduction_ Two-component system"	NA	19
"1892"	"K05979"	0	NA	NA	NA	NA	NA	"K05979"	"Metabolism"	"Energy metabolism"	" Methane metabolism"	0	"K05979_Metabolism_Energy metabolism_ Methane metabolism"	NA	19
"1894"	"K05988"	0.155499743469579	0.246906832689239	4.06774024638981	0.0606987707507561	0.951599110676508	NA	"K05988"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0.157894736842105	"K05988_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"1896"	"K05992"	0	NA	NA	NA	NA	NA	"K05992"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0	"K05992_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"1898"	"K06001"	1.19517167427463	3.19533100245907	3.82382821524874	0.835636650651999	0.403359343615947	NA	"K06001"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	1.26315789473684	"K06001_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1899"	"K06013"	0	NA	NA	NA	NA	NA	"K06013"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Terpenoid backbone biosynthesis"	0	"K06013_Metabolism_Metabolism of terpenoids and polyketides_ Terpenoid backbone biosynthesis"	NA	19
"1900"	"K06016"	0	NA	NA	NA	NA	NA	"K06016"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"	0	"K06016_Metabolism_Nucleotide metabolism_ Pyrimidine metabolism"	NA	19
"1901"	"K06019"	0	NA	NA	NA	NA	NA	"K06019"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	0	"K06019_Metabolism_Energy metabolism_ Oxidative phosphorylation"	NA	19
"1905"	"K06041"	5.49763636235103	5.39760153185892	1.31449159154194	4.1062275077221	4.02173386296985e-05	0.000119327492760573	"K06041"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	6.26315789473684	"K06041_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	3.92325948442157	19
"1906"	"K06042"	3.70720134067731	4.82922813064136	2.26491952115652	2.13218530969059	0.0329916156384874	0.058909353329263	"K06042"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	4.31578947368421	"K06042_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	1.2298157446562	19
"1911"	"K06131"	11.518562401991	6.4639991280108	0.7932240158457	8.14902095610301	3.66882376165398e-16	3.82716247136747e-15	"K06131"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"	12.8421052631579	"K06131_Metabolism_Lipid metabolism_ Glycerophospholipid metabolism"	14.4171231006392	19
"1912"	"K06133"	0.868144909466703	2.73496296537685	3.52582774821329	0.775693868415095	0.437929761096589	NA	"K06133"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Pantothenate and CoA biosynthesis"	1	"K06133_Metabolism_Metabolism of cofactors and vitamins_ Pantothenate and CoA biosynthesis"	NA	19
"1919"	"K06153"	6.54897446031953	5.64997081823152	3.0888620296118	1.82914314853409	0.0673781664933014	0.0935178753429435	"K06153"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	7.42105263157895	"K06153_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	1.029105368584	19
"1922"	"K06159"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	NA	"K06159"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.0526315789473684	"K06159_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1923"	"K06162"	0	NA	NA	NA	NA	NA	"K06162"	"Metabolism"	"Metabolism of other amino acids"	" Phosphonate and phosphinate metabolism"	0	"K06162_Metabolism_Metabolism of other amino acids_ Phosphonate and phosphinate metabolism"	NA	19
"1924"	"K06167"	0.348365690767682	1.41561380274097	4.02430864562141	0.351765713666423	0.725013973701456	NA	"K06167"	"Metabolism"	"Metabolism of other amino acids"	" Phosphonate and phosphinate metabolism"	0.368421052631579	"K06167_Metabolism_Metabolism of other amino acids_ Phosphonate and phosphinate metabolism"	NA	19
"1937"	"K06187"	8.66378372149397	6.05420708375513	0.899396556695102	6.7314101201385	1.68026615012355e-11	8.90451205760665e-11	"K06187"	"Genetic Information Processing"	"Replication and repair"	" Homologous recombination"	9.94736842105263	"K06187_Genetic Information Processing_Replication and repair_ Homologous recombination"	10.0503898736735	19
"1952"	"K06204"	1.50708597645359	3.53124225584056	3.74593883213091	0.942685509317775	0.34584178744707	NA	"K06204"	"Cellular Processes"	"Cellular community - prokaryotes"	" Biofilm formation - Escherichia coli"	1.89473684210526	"K06204_Cellular Processes_Cellular community - prokaryotes_ Biofilm formation - Escherichia coli"	NA	19
"1956"	"K06208"	0	NA	NA	NA	NA	NA	"K06208"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0	"K06208_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1957"	"K06209"	2.04667951921508	3.97218351087731	3.24524635205956	1.22400060887717	0.220951997839613	NA	"K06209"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	2.36842105263158	"K06209_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1958"	"K06211"	1.4197232561107	3.44461913868126	3.75214152793651	0.918040834290072	0.358597488122143	NA	"K06211"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"	1.68421052631579	"K06211_Metabolism_Metabolism of cofactors and vitamins_ Nicotinate and nicotinamide metabolism"	NA	19
"1961"	"K06215"	4.19685524888152	5.00818255052072	3.01397983381698	1.66165098197695	0.0965827748319714	0.106016288098537	"K06215"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Vitamin B metabolism"	4.94736842105263	"K06215_Metabolism_Metabolism of cofactors and vitamins_ Vitamin B metabolism"	0.97462740560425	19
"1966"	"K06223"	0.508148773681441	1.96012259790936	4.01328968096136	0.48840795300872	0.625260909733794	NA	"K06223"	"Genetic Information Processing"	"Replication and repair"	" Mismatch repair"	0.526315789473684	"K06223_Genetic Information Processing_Replication and repair_ Mismatch repair"	NA	19
"1967"	"K06281"	3.92905807758372	4.91253755524158	2.0925600072285	2.34762087503909	0.0188937416164656	0.0378256524079139	"K06281"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Nitrotoluene degradation"	4.31578947368421	"K06281_Metabolism_Xenobiotics biodegradation and metabolism_ Nitrotoluene degradation"	1.42221357263158	19
"1968"	"K06282"	3.4038537173867	4.70546865394373	2.46854730118994	1.90616912694989	0.0566282663643656	0.0848995642467266	"K06282"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Nitrotoluene degradation"	3.68421052631579	"K06282_Metabolism_Xenobiotics biodegradation and metabolism_ Nitrotoluene degradation"	1.07109453879878	19
"1982"	"K06446"	0	NA	NA	NA	NA	NA	"K06446"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Caprolactam degradation"	0	"K06446_Metabolism_Xenobiotics biodegradation and metabolism_ Caprolactam degradation"	NA	19
"1983"	"K06471"	0	NA	NA	NA	NA	NA	"K06471"	"Environmental Information Processing"	"Signaling molecules and interaction"	" Cell adhesion molecules (CAMs)"	0	"K06471_Environmental Information Processing_Signaling molecules and interaction_ Cell adhesion molecules (CAMs)"	NA	19
"1987"	"K06726"	1.44699089798625	3.47200736520906	3.34187460165304	1.03894004984258	0.298832618586674	NA	"K06726"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	1.68421052631579	"K06726_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1989"	"K06861"	6.07473076215928	5.54191259764251	1.16881515849012	4.74147905884586	2.12163590740272e-06	7.00847061412033e-06	"K06861"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	7	"K06861_Environmental Information Processing_Membrane transport_ ABC transporters"	5.15437674327644	19
"1997"	"K06879"	0.155499743469579	0.246906832689239	4.06774024638981	0.0606987707507561	0.951599110676508	NA	"K06879"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	0.157894736842105	"K06879_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"	NA	19
"1998"	"K06881"	6.45910114905498	5.63079241297548	1.11237463975748	5.06195683695479	4.14974987405214e-07	1.4846217058432e-06	"K06881"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"	7.52631578947368	"K06881_Metabolism_Energy metabolism_ Sulfur metabolism"	5.82838419415447	19
"2008"	"K06896"	3.73444054157431	4.8393970739313	2.21917202971286	2.18072191300891	0.029203991248538	0.0538941439986986	"K06896"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	4.15789473684211	"K06896_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	1.26845842158908	19
"2012"	"K06902"	0.675030815543363	2.37136083296922	4.00731583090574	0.591757908044209	0.554012713117195	NA	"K06902"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - yeast"	0.736842105263158	"K06902_Cellular Processes_Transport and catabolism_ Autophagy - yeast"	NA	19
"2026"	"K06920"	9.31368101320936	6.15794723711503	2.99099861513754	2.05882650896242	0.0395108612449652	0.0676206871888131	"K06920"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	10.1052631578947	"K06920_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"	1.16992042007139	19
"2038"	"K06949"	9.80541997968576	6.23261351865672	0.833245863555458	7.47992134285812	7.43671083114491e-14	5.45909661752934e-13	"K06949"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Thiamine metabolism"	11.2105263157895	"K06949_Metabolism_Metabolism of cofactors and vitamins_ Thiamine metabolism"	12.2628792192884	19
"2067"	"K07008"	1.28061243054212	3.29486733316284	3.38956979422714	0.972060625149071	0.331020389148714	NA	"K07008"	"Metabolism"	"Amino acid metabolism"	" Histidine metabolism"	1.36842105263158	"K07008_Metabolism_Amino acid metabolism_ Histidine metabolism"	NA	19
"2078"	"K07024"	30.0734907282093	7.84917199880876	0.806415912818303	9.7334041578831	2.17200016806414e-22	1.07622608327578e-19	"K07024"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	34.1052631578947	"K07024_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	18.9680964866572	19
"2081"	"K07029"	0.889845475458705	2.77013138732594	3.5241657713302	0.786038900287133	0.43184469770432	NA	"K07029"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"	1	"K07029_Metabolism_Lipid metabolism_ Glycerolipid metabolism"	NA	19
"2111"	"K07091"	2.06774185757106	3.98654599957413	3.24354435572776	1.2290709058855	0.219045222325371	NA	"K07091"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	2.26315789473684	"K07091_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"2118"	"K07102"	0	NA	NA	NA	NA	NA	"K07102"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	0	"K07102_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"	NA	19
"2119"	"K07104"	0.771463789192414	2.56404865149167	4.00504885456563	0.640204088539077	0.522039925086398	NA	"K07104"	"Metabolism"	"Overview"	" Degradation of aromatic compounds"	0.842105263157895	"K07104_Metabolism_Overview_ Degradation of aromatic compounds"	NA	19
"2121"	"K07106"	0.595511494024339	2.19234085592164	4.00970984668484	0.546757979940674	0.584545015087248	NA	"K07106"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	0.736842105263158	"K07106_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"	NA	19
"2130"	"K07122"	0	NA	NA	NA	NA	NA	"K07122"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0	"K07122_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"2133"	"K07127"	0	NA	NA	NA	NA	NA	"K07127"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0	"K07127_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"2138"	"K07141"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	NA	"K07141"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	0.157894736842105	"K07141_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"	NA	19
"2152"	"K07173"	6.35443469557126	5.60638999070984	1.12856311655893	4.96772392119646	6.77433134365322e-07	2.38062495090792e-06	"K07173"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	7.15789473684211	"K07173_Metabolism_Overview_ Biosynthesis of amino acids"	5.62330901895079	19
"2154"	"K07177"	5.74250584266737	5.4601487398068	1.25292102538707	4.35793528017457	1.31295193855162e-05	4.10452798455728e-05	"K07177"	"Cellular Processes"	"Cellular community - prokaryotes"	" Quorum sensing"	6.42105263157895	"K07177_Cellular Processes_Cellular community - prokaryotes_ Quorum sensing"	4.38673677898028	19
"2159"	"K07192"	1.52486484303366	3.54766526332963	3.34685910855715	1.05999838901466	0.28914533222893	NA	"K07192"	"Organismal Systems"	"Endocrine system"	" Insulin signaling pathway"	1.78947368421053	"K07192_Organismal Systems_Endocrine system_ Insulin signaling pathway"	NA	19
"2160"	"K07213"	0.289298920947155	1.1485018824254	4.03142058644353	0.284887636454373	0.775730228348392	NA	"K07213"	"Organismal Systems"	"Digestive system"	" Mineral absorption"	0.315789473684211	"K07213_Organismal Systems_Digestive system_ Mineral absorption"	NA	19
"2172"	"K07235"	0.886200363650553	2.76550932740025	3.93570323722385	0.702672219095201	0.482260044420303	NA	"K07235"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Sulfur relay system"	1.10526315789474	"K07235_Genetic Information Processing_Folding, sorting and degradation_ Sulfur relay system"	NA	19
"2173"	"K07236"	0.429133026580212	1.71480076449386	4.01774796986641	0.426806454101917	0.669520305171664	NA	"K07236"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Sulfur relay system"	0.421052631578947	"K07236_Genetic Information Processing_Folding, sorting and degradation_ Sulfur relay system"	NA	19
"2174"	"K07237"	0	NA	NA	NA	NA	NA	"K07237"	"Genetic Information Processing"	"Folding, sorting and degradation"	" Sulfur relay system"	0	"K07237_Genetic Information Processing_Folding, sorting and degradation_ Sulfur relay system"	NA	19
"2179"	"K07248"	0	NA	NA	NA	NA	NA	"K07248"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"	0	"K07248_Metabolism_Carbohydrate metabolism_ Pyruvate metabolism"	NA	19
"2180"	"K07250"	0	NA	NA	NA	NA	NA	"K07250"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"	0	"K07250_Metabolism_Carbohydrate metabolism_ Propanoate metabolism"	NA	19
"2181"	"K07258"	2.24365843059327	4.10416730054759	3.16000893214508	1.29878344924854	0.194018256133218	NA	"K07258"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	2.42105263157895	"K07258_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	NA	19
"2182"	"K07259"	3.48643680503494	4.74014377919214	2.40225927358309	1.97320240630062	0.0484725064417404	0.0776029949656943	"K07259"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	3.78947368421053	"K07259_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	1.11012151750502	19
"2183"	"K07260"	5.85295907768133	5.4880553809547	1.21754061784868	4.50749264583201	6.55982036372856e-06	2.10381293865858e-05	"K07260"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"	6.68421052631579	"K07260_Metabolism_Glycan biosynthesis and metabolism_ Peptidoglycan biosynthesis"	4.67699287826354	19
"2206"	"K07308"	0	NA	NA	NA	NA	NA	"K07308"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"	0	"K07308_Metabolism_Energy metabolism_ Sulfur metabolism"	NA	19
"2207"	"K07310"	0	NA	NA	NA	NA	NA	"K07310"	"Metabolism"	"Metabolism of other amino acids"	" Selenocompound metabolism"	0	"K07310_Metabolism_Metabolism of other amino acids_ Selenocompound metabolism"	NA	19
"2213"	"K07323"	0.214956594300895	0.724628248904949	4.04575040984634	0.179108490514241	0.857852515346161	NA	"K07323"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.263157894736842	"K07323_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"2227"	"K07404"	2.17693979712419	4.06160815267673	3.20386011499809	1.26772331090964	0.204896777136399	NA	"K07404"	"Metabolism"	"Overview"	" Carbon metabolism"	2.68421052631579	"K07404_Metabolism_Overview_ Carbon metabolism"	NA	19
"2228"	"K07405"	2.22385138769812	4.09132517751931	3.17886793887727	1.28703842254117	0.198080896323988	NA	"K07405"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	2.36842105263158	"K07405_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
