""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"
"K16305"	0.0221949765147188	0.302613886721353	3.04896253240223	0.0992514284794861	0.92093864237867	NA	"K16305"	"Metabolism"	"Overview"	" Carbon metabolism"
"K16315"	0.197531182648016	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K16315"	NA	NA	NA
"K16321"	1.00055431265182	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K16321"	NA	NA	NA
"K16322"	0.991292085674806	1.38083544258596	3.03551801019081	0.454892851220198	0.649186326159796	NA	"K16322"	NA	NA	NA
"K16323"	0	NA	NA	NA	NA	NA	"K16323"	NA	NA	NA
"K16328"	0.412896844717096	0.134622897099662	3.04601723809686	0.0441963674453049	0.964747877584718	NA	"K16328"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"
"K16329"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K16329"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"
"K16330"	0	NA	NA	NA	NA	NA	"K16330"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"
"K16331"	0	NA	NA	NA	NA	NA	"K16331"	NA	NA	NA
"K16345"	1.12364283480934	2.05161245939812	2.76968122392736	0.740739562977204	0.458851366179633	NA	"K16345"	NA	NA	NA
"K16346"	0.793760903026791	1.05549947873007	2.87284460452794	0.367405698542301	0.713316421559555	NA	"K16346"	NA	NA	NA
"K16348"	1.77778064383214	2.66204015008387	3.01711270606779	0.882313791171995	0.377607140563683	NA	"K16348"	NA	NA	NA
"K16363"	0	0	0	0	1	NA	"K16363"	"Metabolism"	"Overview"	" Fatty acid metabolism"
"K16365"	0.852568224338508	-1.58242029088728	3.02837423579955	-0.522531288300135	0.601300467554183	NA	"K16365"	NA	NA	NA
"K16368"	0	NA	NA	NA	NA	NA	"K16368"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K16369"	0	NA	NA	NA	NA	NA	"K16369"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K16370"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K16370"	"Metabolism"	"Overview"	" Carbon metabolism"
"K16371"	1.38638236142325	1.25098570006301	2.98503577409135	0.419085664205756	0.675153527344138	NA	"K16371"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"
"K16466"	1.66759052108636	2.5311314964197	3.01991680423594	0.838146101531461	0.401948653629004	NA	"K16466"	NA	NA	NA
"K16509"	597.451223995158	4.7771031846928	1.82085136387205	2.62355471702769	0.00870174665688874	0.0264999196246504	"K16509"	NA	NA	NA
"K16511"	60.8867105676937	5.03895414488512	2.39723673794591	2.10198436605088	0.0355546453344607	0.0711092906689214	"K16511"	NA	NA	NA
"K16569"	0	NA	NA	NA	NA	NA	"K16569"	NA	NA	NA
"K16570"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K16570"	NA	NA	NA
"K16578"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K16578"	NA	NA	NA
"K16647"	0	NA	NA	NA	NA	NA	"K16647"	NA	NA	NA
"K16649"	0	NA	NA	NA	NA	NA	"K16649"	NA	NA	NA
"K16650"	0	NA	NA	NA	NA	NA	"K16650"	NA	NA	NA
"K16651"	0.0221949765147188	0.302613886721353	3.04896253240223	0.0992514284794861	0.92093864237867	NA	"K16651"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"
"K16652"	0	NA	NA	NA	NA	NA	"K16652"	NA	NA	NA
"K16653"	0	NA	NA	NA	NA	NA	"K16653"	NA	NA	NA
"K16692"	0.608204421380658	0.245892016121321	3.04468401979982	0.0807610952474102	0.935631948457092	NA	"K16692"	NA	NA	NA
"K16693"	1.80291629860415	2.1975228991105	2.6915507415531	0.816452339234916	0.414241472085263	NA	"K16693"	NA	NA	NA
"K16695"	0.907142877331511	1.88948241025893	3.03245482781193	0.623086745738035	0.533227519152696	NA	"K16695"	NA	NA	NA
"K16698"	0	NA	NA	NA	NA	NA	"K16698"	NA	NA	NA
"K16704"	3.76641218628108	-3.15267546230578	2.3377677977247	-1.34858366402951	0.177470730686542	NA	"K16704"	NA	NA	NA
"K16710"	0.603502065248232	-1.02462253554502	3.0413570394981	-0.336896497924528	0.736194925412293	NA	"K16710"	NA	NA	NA
"K16711"	0.710073093290545	-1.29430913308769	3.03884248659374	-0.425921757642166	0.670164860101999	NA	"K16711"	NA	NA	NA
"K16783"	3.07045266803527	3.34773684043725	2.84131199200461	1.1782362689693	0.238702427125058	NA	"K16783"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16784"	1.96497278430669	2.76204756740309	2.608503662243	1.05886282905506	0.28966225485868	NA	"K16784"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16785"	31.0688093620522	6.64590368783815	2.41048311859326	2.7570836885664	0.00583194232613975	0.0209237625441655	"K16785"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16786"	184.455274963152	7.16939660222578	2.16225801925603	3.31569893064499	0.000914142534028142	0.0077584132211272	"K16786"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16787"	110.292878797976	5.56683413043509	2.31436500745828	2.40533974221672	0.0161574368880254	0.0401091303030207	"K16787"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16788"	0.0443899530294376	0.392076606020678	3.04881020391952	0.128599873326529	0.897674266547127	NA	"K16788"	NA	NA	NA
"K16789"	4.31869913035519	2.31660057963306	2.86461857927131	0.808694252141011	0.418691035179284	NA	"K16789"	NA	NA	NA
"K16793"	0	NA	NA	NA	NA	NA	"K16793"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"
"K16794"	0.512176156297029	-1.09375478648152	3.0406716881438	-0.35970828114929	0.71906529856057	NA	"K16794"	"Metabolism"	"Lipid metabolism"	" Ether lipid metabolism"
"K16803"	0.197531182648016	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K16803"	NA	NA	NA
"K16833"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K16833"	NA	NA	NA
"K16842"	0	NA	NA	NA	NA	NA	"K16842"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K16849"	0	NA	NA	NA	NA	NA	"K16849"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"
"K16850"	0	NA	NA	NA	NA	NA	"K16850"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"
"K16856"	1.38271827853611	-2.15509452537918	3.01037011466258	-0.71589022056869	0.474059137452474	NA	"K16856"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"
"K16868"	19.5009940178041	5.15270572953768	2.2869030477078	2.25313693761628	0.0242505161118362	0.0526986352289987	"K16868"	NA	NA	NA
"K16869"	0	NA	NA	NA	NA	NA	"K16869"	NA	NA	NA
"K16870"	0	0	0	0	1	NA	"K16870"	NA	NA	NA
"K16898"	17.4845700451213	20.717274213802	2.57972262368508	8.03081464014446	9.68275517875797e-16	3.41317120051218e-14	"K16898"	NA	NA	NA
"K16899"	18.8144447659404	5.92825316794598	2.24865188157975	2.63635879635633	0.00838010698446624	0.0259691227430712	"K16899"	NA	NA	NA
"K16915"	0.266339718176626	1.00401133906278	3.04577257285121	0.32964094168164	0.741671283138038	NA	"K16915"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16916"	0	NA	NA	NA	NA	NA	"K16916"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16920"	0	NA	NA	NA	NA	NA	"K16920"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16923"	0	NA	NA	NA	NA	NA	"K16923"	NA	NA	NA
"K16924"	7.69419538821955	4.64401234193715	2.82903349531382	1.64155438584582	0.100682387356577	0.160954836930583	"K16924"	NA	NA	NA
"K16925"	0.585090733697244	1.48886147483134	3.0410529553922	0.489587487186434	0.624425832602838	NA	"K16925"	NA	NA	NA
"K16926"	26.492046782468	6.41927279232411	2.40545102158641	2.6686358336619	0.00761599759706986	0.0242953769499288	"K16926"	NA	NA	NA
"K16927"	0.41725734181075	1.03506134212812	3.04542659862267	0.339874007338163	0.733951411798572	NA	"K16927"	NA	NA	NA
"K16937"	0	NA	NA	NA	NA	NA	"K16937"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K16938"	0.629098658774929	0.126455184020294	3.04485317792477	0.041530798574163	0.966872740316331	NA	"K16938"	"Human Diseases"	"Infectious diseases"	" Bacterial invasion of epithelial cells"
"K16944"	0.395062365296031	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K16944"	NA	NA	NA
"K16945"	0	NA	NA	NA	NA	NA	"K16945"	NA	NA	NA
"K16946"	0	NA	NA	NA	NA	NA	"K16946"	NA	NA	NA
"K16947"	0	NA	NA	NA	NA	NA	"K16947"	NA	NA	NA
"K16948"	0.63714446401105	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K16948"	NA	NA	NA
"K16950"	0	NA	NA	NA	NA	NA	"K16950"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K16951"	0	NA	NA	NA	NA	NA	"K16951"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K16957"	0.819127027176142	1.81612426814341	3.03393708166904	0.598603141481205	0.549437560672118	NA	"K16957"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16958"	0	0	0	0	1	NA	"K16958"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16959"	0.798951235199808	1.61298771741313	3.03842357685093	0.530863349567889	0.595513476938557	NA	"K16959"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16960"	137.177856684562	5.60136255315948	2.28452483021397	2.45187203880592	0.0142115189846628	0.0368812638171219	"K16960"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16962"	0	NA	NA	NA	NA	NA	"K16962"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16963"	1.96308943842844	2.81818185209081	2.60479914348137	1.08191906433302	0.279288492902877	NA	"K16963"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K16967"	0.702108880436693	1.66130239740873	3.03730333083778	0.546966244873044	0.5844019226918	NA	"K16967"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K17053"	0.439613281363035	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17053"	NA	NA	NA
"K17065"	0.307305693778217	-0.733707374026243	3.04458166873313	-0.240987910280476	0.809564486636076	NA	"K17065"	"Environmental Information Processing"	"Signal transduction"	" TNF signaling pathway"
"K17069"	0	NA	NA	NA	NA	NA	"K17069"	"Metabolism"	"Overview"	" Carbon metabolism"
"K17073"	0	0	0	0	1	NA	"K17073"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17074"	0.288534694691344	1.05170888841256	3.04524375865713	0.345361150621432	0.72982287974699	NA	"K17074"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17076"	0	NA	NA	NA	NA	NA	"K17076"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17080"	0	NA	NA	NA	NA	NA	"K17080"	NA	NA	NA
"K17081"	0.311441490561125	-0.741688644783889	3.04448539548401	-0.243617080864983	0.807527398190343	NA	"K17081"	NA	NA	NA
"K17086"	0.743715492053364	-0.169982441061767	2.87339598892679	-0.0591573322009317	0.952826794061536	NA	"K17086"	NA	NA	NA
"K17091"	0	NA	NA	NA	NA	NA	"K17091"	NA	NA	NA
"K17092"	0	NA	NA	NA	NA	NA	"K17092"	NA	NA	NA
"K17095"	0	NA	NA	NA	NA	NA	"K17095"	NA	NA	NA
"K17102"	0	NA	NA	NA	NA	NA	"K17102"	NA	NA	NA
"K17103"	2.73767341726651	0.66343244146242	2.09381984211423	0.316852686233272	0.751355384446873	NA	"K17103"	"Metabolism"	"Lipid metabolism"	" Glycerophospholipid metabolism"
"K17195"	3.18251676198064	1.70277172009649	2.92083183692302	0.582974924667451	0.559910180672154	NA	"K17195"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"
"K17202"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17202"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17213"	0	NA	NA	NA	NA	NA	"K17213"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17214"	0.402334710165488	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K17214"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17215"	0	NA	NA	NA	NA	NA	"K17215"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17216"	0	NA	NA	NA	NA	NA	"K17216"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K17217"	0	NA	NA	NA	NA	NA	"K17217"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K17218"	0	NA	NA	NA	NA	NA	"K17218"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K17227"	0	NA	NA	NA	NA	NA	"K17227"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K17228"	0	NA	NA	NA	NA	NA	"K17228"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K17244"	0	NA	NA	NA	NA	NA	"K17244"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17245"	0	NA	NA	NA	NA	NA	"K17245"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17247"	1.00055431265182	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K17247"	NA	NA	NA
"K17248"	0	NA	NA	NA	NA	NA	"K17248"	NA	NA	NA
"K17249"	0	NA	NA	NA	NA	NA	"K17249"	NA	NA	NA
"K17250"	0	NA	NA	NA	NA	NA	"K17250"	NA	NA	NA
"K17251"	0	NA	NA	NA	NA	NA	"K17251"	NA	NA	NA
"K17255"	0.710073093290545	-1.29430913308769	3.03884248659374	-0.425921757642166	0.670164860101999	NA	"K17255"	NA	NA	NA
"K17260"	0	NA	NA	NA	NA	NA	"K17260"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - yeast"
"K17261"	0.209006259301719	-0.498004144242862	3.04764166811206	-0.163406396970338	0.870198466527224	NA	"K17261"	NA	NA	NA
"K17263"	0	NA	NA	NA	NA	NA	"K17263"	NA	NA	NA
"K17267"	8.83971353228014	1.40532044430082	2.545521421807	0.552075669943965	0.58089651043199	0.675795445304543	"K17267"	NA	NA	NA
"K17268"	1.83195254401277	-2.55374992057087	2.58441035273056	-0.988136391681259	0.323085855081332	NA	"K17268"	NA	NA	NA
"K17275"	1.98349156497488	-2.67821121910819	2.81799308280805	-0.950396661882305	0.341910739505492	NA	"K17275"	NA	NA	NA
"K17278"	0.987655913240078	1.97394409912513	3.03083264251277	0.651287725833845	0.51486077015928	NA	"K17278"	NA	NA	NA
"K17279"	0	NA	NA	NA	NA	NA	"K17279"	NA	NA	NA
"K17288"	0	NA	NA	NA	NA	NA	"K17288"	NA	NA	NA
"K17292"	2.17284300912817	2.92254836130211	3.01220607561949	0.970235199031346	0.331929269295539	NA	"K17292"	NA	NA	NA
"K17301"	0	NA	NA	NA	NA	NA	"K17301"	NA	NA	NA
"K17302"	0.849830057297209	-0.745394886047653	2.85605486728109	-0.260987593266111	0.794102074920264	NA	"K17302"	NA	NA	NA
"K17315"	0.183603076283605	0.778785221530816	3.04812612349383	0.255496390234061	0.798339731295093	NA	"K17315"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17316"	0.395062365296031	0.955252802665242	3.04632909059027	0.313575051893079	0.753843810185423	NA	"K17316"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17317"	0	NA	NA	NA	NA	NA	"K17317"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17318"	0	NA	NA	NA	NA	NA	"K17318"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17319"	0.234036293478898	0.884670093918916	3.04716406753483	0.290325717392243	0.771567066078061	NA	"K17319"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17320"	1.40817148557921	-2.17736376959656	3.00979967782323	-0.723424813166068	0.46941893128083	NA	"K17320"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17321"	2.5679053744242	3.13999431246283	3.00871423020735	1.04363328392489	0.2966550875609	NA	"K17321"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17329"	0	NA	NA	NA	NA	NA	"K17329"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17330"	0	NA	NA	NA	NA	NA	"K17330"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17331"	0	NA	NA	NA	NA	NA	"K17331"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K17361"	0.648067433604737	0.550646188635736	2.95156387635361	0.186560823923625	0.852004985360641	NA	"K17361"	NA	NA	NA
"K17363"	0.0665849295441564	0.472392491801971	3.0486808871621	0.15494979936772	0.876860893494893	NA	"K17363"	"Metabolism"	"Amino acid metabolism"	" Histidine metabolism"
"K17402"	1.00941457421491	0.726261392857226	3.03272090429171	0.239475182773815	0.810737137963341	NA	"K17402"	NA	NA	NA
"K17408"	1.12364283480934	-1.07110355851356	3.0186982096979	-0.35482300121043	0.72272219565833	NA	"K17408"	NA	NA	NA
"K17413"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K17413"	NA	NA	NA
"K17422"	0.852568224338508	-1.58242029088728	3.02837423579955	-0.522531288300135	0.601300467554183	NA	"K17422"	NA	NA	NA
"K17424"	0	NA	NA	NA	NA	NA	"K17424"	NA	NA	NA
"K17427"	0	NA	NA	NA	NA	NA	"K17427"	NA	NA	NA
"K17428"	0.599932827814843	-1.13182921520438	3.0403065900926	-0.37227469719424	0.709688335659207	NA	"K17428"	NA	NA	NA
"K17437"	0	NA	NA	NA	NA	NA	"K17437"	NA	NA	NA
"K17438"	0	NA	NA	NA	NA	NA	"K17438"	NA	NA	NA
"K17439"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K17439"	NA	NA	NA
"K17450"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17450"	"Metabolism"	"Overview"	" -Oxocarboxylic acid metabolism"
"K17462"	0	NA	NA	NA	NA	NA	"K17462"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"
"K17472"	0	NA	NA	NA	NA	NA	"K17472"	NA	NA	NA
"K17489"	4.61567216377062	3.88362795831171	2.99998481503575	1.29454920533171	0.195475784576704	0.273704921800548	"K17489"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"
"K17490"	0	NA	NA	NA	NA	NA	"K17490"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"
"K17491"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17491"	"Organismal Systems"	"Endocrine system"	" Glucagon signaling pathway"
"K17497"	1.87144588445181	-0.87672516302619	2.92212227696304	-0.300030279341141	0.764154059383457	NA	"K17497"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"
"K17498"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17498"	NA	NA	NA
"K17508"	0	NA	NA	NA	NA	NA	"K17508"	NA	NA	NA
"K17550"	0.395062365296031	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K17550"	NA	NA	NA
"K17553"	0	0	0	0	1	NA	"K17553"	NA	NA	NA
"K17560"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K17560"	NA	NA	NA
"K17583"	0.497497596555437	0.594584903482487	3.04632906400709	0.195180786773042	0.845251419730964	NA	"K17583"	NA	NA	NA
"K17600"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17600"	NA	NA	NA
"K17605"	1.70470253205592	-1.93501461228292	2.6431531362734	-0.73208569935948	0.464116261797482	NA	"K17605"	"Human Diseases"	"Endocrine and metabolic diseases"	" Insulin resistance"
"K17607"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K17607"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - yeast"
"K17610"	0	NA	NA	NA	NA	NA	"K17610"	NA	NA	NA
"K17617"	1.3188398440891	-1.02462253554502	3.0413570394981	-0.336896497924528	0.736194925412293	NA	"K17617"	NA	NA	NA
"K17619"	0.71704661881584	-1.36992122149271	3.03699722449382	-0.451077534890086	0.651933668304481	NA	"K17619"	NA	NA	NA
"K17624"	0.449942794460231	1.32980095669244	3.04244867393089	0.437082461928378	0.662051545815149	NA	"K17624"	NA	NA	NA
"K17647"	0	NA	NA	NA	NA	NA	"K17647"	"Metabolism"	"Biosynthesis of other secondary metabolites"	" Aflatoxin biosynthesis"
"K17656"	0	NA	NA	NA	NA	NA	"K17656"	NA	NA	NA
"K17660"	0.197531182648016	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17660"	NA	NA	NA
"K17662"	0	NA	NA	NA	NA	NA	"K17662"	NA	NA	NA
"K17663"	0.987655913240078	1.97394409912513	3.03083264251277	0.651287725833845	0.51486077015928	NA	"K17663"	NA	NA	NA
"K17667"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K17667"	NA	NA	NA
"K17669"	0	NA	NA	NA	NA	NA	"K17669"	NA	NA	NA
"K17671"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K17671"	NA	NA	NA
"K17673"	1.45716093902661	0.189343241990157	2.7231902297089	0.0695299358540944	0.944567804940536	NA	"K17673"	NA	NA	NA
"K17675"	0	NA	NA	NA	NA	NA	"K17675"	NA	NA	NA
"K17676"	0.790124730592062	0.197039233828268	3.04401753909593	0.0647299929443862	0.948388981976199	NA	"K17676"	NA	NA	NA
"K17677"	3.3570181316281	0.687045513284654	1.7697053694829	0.388225930221031	0.697848845590425	NA	"K17677"	NA	NA	NA
"K17678"	0.197531182648016	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K17678"	NA	NA	NA
"K17679"	0.204870462518811	-0.487888561715543	3.04778277529214	-0.160079834321125	0.872818186192335	NA	"K17679"	NA	NA	NA
"K17680"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K17680"	NA	NA	NA
"K17686"	14.9159774998329	3.0149286157396	1.83848713397565	1.63989649969426	0.101026688784984	0.161322345624945	"K17686"	"Environmental Information Processing"	"Signal transduction"	" MAPK signaling pathway - plant"
"K17713"	2.42782350725493	2.41938458492262	2.64553302750886	0.914516870424713	0.360445317333504	NA	"K17713"	NA	NA	NA
"K17714"	0.299966413907421	0.199959730981838	3.04854650346272	0.0655918257289865	0.947702797223033	NA	"K17714"	NA	NA	NA
"K17715"	0	NA	NA	NA	NA	NA	"K17715"	NA	NA	NA
"K17716"	0.488289483323814	1.39805678390559	3.04183276597654	0.459610008657645	0.64579617381682	NA	"K17716"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"
"K17722"	1.15647354746436	-0.57849325406431	2.54855346066975	-0.226988863679667	0.820432401671064	NA	"K17722"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"
"K17723"	0	NA	NA	NA	NA	NA	"K17723"	"Metabolism"	"Nucleotide metabolism"	" Pyrimidine metabolism"
"K17732"	1.62614553786732	-2.01346600215145	2.88601412953825	-0.697663251729676	0.485387814965179	NA	"K17732"	NA	NA	NA
"K17733"	2.85216905982392	-0.808989635655388	2.4396397210766	-0.331602092172194	0.740189739568157	NA	"K17733"	NA	NA	NA
"K17741"	0	NA	NA	NA	NA	NA	"K17741"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"
"K17742"	1.02435231259406	-1.81450536351025	3.02024253241555	-0.600781342569542	0.547985632458539	NA	"K17742"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"
"K17743"	0.614611387556434	-1.23458516060967	3.03936342295171	-0.406198597800683	0.684596684283641	NA	"K17743"	"Metabolism"	"Carbohydrate metabolism"	" Pentose and glucuronate interconversions"
"K17754"	0	NA	NA	NA	NA	NA	"K17754"	"Metabolism"	"Xenobiotics biodegradation and metabolism"	" Caprolactam degradation"
"K17757"	0.426284112169254	-0.956193623579503	3.04206483009634	-0.314323880976994	0.753275062296961	NA	"K17757"	NA	NA	NA
"K17758"	34.6238336434639	0.617145792349952	1.95980640158458	0.314901406511871	0.752836513654583	0.81653806480997	"K17758"	NA	NA	NA
"K17759"	36.4800751964819	0.420719612677339	1.96934577481701	0.213634201803099	0.830832325888469	0.879484669296352	"K17759"	NA	NA	NA
"K17761"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K17761"	"Metabolism"	"Carbohydrate metabolism"	" Butanoate metabolism"
"K17764"	0	NA	NA	NA	NA	NA	"K17764"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - yeast"
"K17768"	0.234036293478898	0.884670093918916	3.04716406753483	0.290325717392243	0.771567066078061	NA	"K17768"	NA	NA	NA
"K17770"	1.8105061957447	-2.50906027650552	3.00195667809718	-0.835808289577288	0.403262762269449	NA	"K17770"	NA	NA	NA
"K17771"	0	NA	NA	NA	NA	NA	"K17771"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - animal"
"K17772"	0	NA	NA	NA	NA	NA	"K17772"	NA	NA	NA
"K17774"	0	NA	NA	NA	NA	NA	"K17774"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - yeast"
"K17775"	0.234036293478898	0.884670093918916	3.04716406753483	0.290325717392243	0.771567066078061	NA	"K17775"	"Cellular Processes"	"Transport and catabolism"	" Mitophagy - yeast"
"K17777"	4.95633375888179	3.99448905212678	2.5778170194819	1.54956268111288	0.12124651598883	0.186378095594847	"K17777"	NA	NA	NA
"K17778"	0.987655913240078	1.97394409912513	3.03083264251277	0.651287725833845	0.51486077015928	NA	"K17778"	NA	NA	NA
"K17779"	2.04870462518811	-2.6861540149899	2.99747709031299	-0.896138296993429	0.37017890538894	NA	"K17779"	NA	NA	NA
"K17782"	0	NA	NA	NA	NA	NA	"K17782"	NA	NA	NA
"K17783"	0	NA	NA	NA	NA	NA	"K17783"	NA	NA	NA
"K17784"	0	NA	NA	NA	NA	NA	"K17784"	NA	NA	NA
"K17785"	1.27476477891865	-0.166592494855825	2.32521777234009	-0.071645975201784	0.942883651141702	NA	"K17785"	NA	NA	NA
"K17786"	0.639426168253881	-1.26404600483342	3.03910401065663	-0.41592719446292	0.677463279314405	NA	"K17786"	NA	NA	NA
"K17791"	1.97531182648016	2.79871765892476	3.01443283047168	0.928439217697493	0.353179783296206	NA	"K17791"	NA	NA	NA
"K17792"	0	NA	NA	NA	NA	NA	"K17792"	NA	NA	NA
"K17794"	0.592593547944047	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K17794"	"Organismal Systems"	"Aging"	" Longevity regulating pathway - worm"
